WO,District,LeadTech,Service,Rush,ReqDate,WorkDate,Techs,WtyLbr,WtyParts, LbrHrs , PartsCost ,Payment, Wait ,LbrRate, LbrCost , LbrFee , PartsFee , TotalCost , TotalFee ,ReqDay,WorkDay
A00727,Central,Cartier,Repair,,29-Apr-21,3-Jun-21,2,,Yes,2,125.78,C.O.D.,35,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Thu,Thu
A00728,North,Ling,Deliver,,29-Apr-21,9-Jun-21,1,,,0.25,75.08,Account,41,#REF!,#REF!,#REF!,75.08,#REF!,#REF!,Thu,Wed
A00729,Northeast,Ling,Replace,,29-Apr-21,25-Jun-21,2,,,0.5,103.18,C.O.D.,57,#REF!,#REF!,#REF!,103.18,#REF!,#REF!,Thu,Fri
A00730,Northwest,Khan,Assess,,29-Apr-21,,2,,,,591.75,Account,  ,#REF!,#REF!,#REF!,591.75,#REF!,#REF!,Thu,Sat
A00731,Southeast,Khan,Assess,,3-May-21,14-May-21,1,,,0.25,25.71,C.O.D.,11,#REF!,#REF!,#REF!,25.71,#REF!,#REF!,Mon,Fri
A00732,North,Ling,Deliver,,3-May-21,13-May-21,1,,,0.25,36.75,Account,10,#REF!,#REF!,#REF!,36.75,#REF!,#REF!,Mon,Thu
A00733,Central,Khan,Deliver,,3-May-21,13-May-21,1,,,0.25,128.68,C.O.D.,10,#REF!,#REF!,#REF!,128.68,#REF!,#REF!,Mon,Thu
A00734,Southeast,Khan,Assess,,3-May-21,13-May-21,1,,,1.25,240.55,Account,10,#REF!,#REF!,#REF!,240.55,#REF!,#REF!,Mon,Thu
A00735,Northwest,Burton,Assess,,3-May-21,13-May-21,2,,,0.5,357.98,C.O.D.,10,#REF!,#REF!,#REF!,357.98,#REF!,#REF!,Mon,Thu
A00736,Central,Khan,Replace,,3-May-21,18-May-21,1,,,0.5,6.4,C.O.D.,15,#REF!,#REF!,#REF!,6.4,#REF!,#REF!,Mon,Tue
A00737,Southeast,Burton,Replace,,3-May-21,19-May-21,2,Yes,Yes,1,182.08,Warranty,16,#REF!,#REF!, -   , -   ,#REF!, -   ,Mon,Wed
A00738,North,Ling,Deliver,,3-May-21,18-May-21,2,,,0.25,149.24,Account,15,#REF!,#REF!,#REF!,149.24,#REF!,#REF!,Mon,Tue
A00739,Northeast,Ling,Assess,,3-May-21,20-May-21,2,,,0.25,26.59,Credit,17,#REF!,#REF!,#REF!,26.59,#REF!,#REF!,Mon,Thu
A00740,West,Khan,Replace,,3-May-21,2-Jun-21,1,,,0.5,29.73,Account,30,#REF!,#REF!,#REF!,29.73,#REF!,#REF!,Mon,Wed
A00741,North,Ling,Deliver,,3-May-21,7-Jun-21,1,,,0.25,21.33,Account,35,#REF!,#REF!,#REF!,21.33,#REF!,#REF!,Mon,Mon
A00742,East,Ling,Deliver,,3-May-21,14-Jun-21,1,,,0.25,64.17,Account,42,#REF!,#REF!,#REF!,64.17,#REF!,#REF!,Mon,Mon
A00743,West,Khan,Deliver,,3-May-21,21-Jun-21,1,,,0.25,70.82,P.O.,49,#REF!,#REF!,#REF!,70.82,#REF!,#REF!,Mon,Mon
A00744,Southwest,Burton,Replace,,3-May-21,12-Jul-21,1,,,2.5,271.91,C.O.D.,70,#REF!,#REF!,#REF!,271.91,#REF!,#REF!,Mon,Mon
A00745,Central,Khan,Assess,,4-May-21,13-May-21,1,,,0.75,146.2,C.O.D.,9,#REF!,#REF!,#REF!,146.2,#REF!,#REF!,Tue,Thu
A00746,Central,Khan,Replace,,4-May-21,20-May-21,1,,,0.5,150,Account,16,#REF!,#REF!,#REF!,150,#REF!,#REF!,Tue,Thu
A00747,Central,Cartier,Deliver,,4-May-21,3-Jun-21,1,,,0.25,140.5,C.O.D.,30,#REF!,#REF!,#REF!,140.5,#REF!,#REF!,Tue,Thu
A00748,South,Lopez,Deliver,,4-May-21,10-Jun-21,1,,,0.25,39,Account,37,#REF!,#REF!,#REF!,39,#REF!,#REF!,Tue,Thu
A00749,North,Khan,Repair,,4-May-21,12-Jul-21,2,,,2.25,716.99,C.O.D.,69,#REF!,#REF!,#REF!,716.99,#REF!,#REF!,Tue,Mon
A00750,Northeast,Ling,Deliver,,4-May-21,,1,,,,118.9,Account,  ,#REF!,#REF!,#REF!,118.9,#REF!,#REF!,Tue,Sat
A00751,South,Burton,Assess,,5-May-21,17-May-21,2,,Yes,0.25,24,C.O.D.,12,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Wed,Mon
A00752,Southeast,Cartier,Assess,,5-May-21,17-May-21,1,,,0.25,28.04,Account,12,#REF!,#REF!,#REF!,28.04,#REF!,#REF!,Wed,Mon
A00753,South,Burton,Assess,,5-May-21,17-May-21,2,,,0.5,291.11,C.O.D.,12,#REF!,#REF!,#REF!,291.11,#REF!,#REF!,Wed,Mon
A00754,Northeast,Ling,Assess,,5-May-21,24-May-21,2,,,0.25,36.34,Account,19,#REF!,#REF!,#REF!,36.34,#REF!,#REF!,Wed,Mon
A00755,Central,Burton,Repair,,5-May-21,27-May-21,1,,,1,26.84,C.O.D.,22,#REF!,#REF!,#REF!,26.84,#REF!,#REF!,Wed,Thu
A00756,Central,Khan,Deliver,,6-May-21,20-May-21,1,,,0.25,56.11,Account,14,#REF!,#REF!,#REF!,56.11,#REF!,#REF!,Thu,Thu
A00757,North,Ling,Replace,,6-May-21,19-May-21,2,,,0.5,205.53,Account,13,#REF!,#REF!,#REF!,205.53,#REF!,#REF!,Thu,Wed
A00758,Northwest,Cartier,Repair,,6-May-21,26-May-21,1,,,1,77.81,C.O.D.,20,#REF!,#REF!,#REF!,77.81,#REF!,#REF!,Thu,Wed
A00759,Southeast,Cartier,Replace,,6-May-21,27-May-21,1,,,0.5,205.07,C.O.D.,21,#REF!,#REF!,#REF!,205.07,#REF!,#REF!,Thu,Thu
A00760,Southeast,Cartier,Repair,,7-May-21,20-Jul-21,1,,,1.25,30,C.O.D.,74,#REF!,#REF!,#REF!,30,#REF!,#REF!,Fri,Tue
A00761,South,Lopez,Assess,,10-May-21,19-May-21,1,,,0.5,92.59,P.O.,9,#REF!,#REF!,#REF!,92.59,#REF!,#REF!,Mon,Wed
A00762,North,Ling,Assess,,10-May-21,31-May-21,1,,,0.25,58.24,Account,21,#REF!,#REF!,#REF!,58.24,#REF!,#REF!,Mon,Mon
A00763,Northwest,Burton,Replace,Yes,10-May-21,5-Jun-21,2,,,0.5,69.66,P.O.,26,#REF!,#REF!,#REF!,69.66,#REF!,#REF!,Mon,Sat
A00764,Central,Cartier,Install,Yes,10-May-21,2-Jun-21,2,,,1,51.88,C.O.D.,23,#REF!,#REF!,#REF!,51.88,#REF!,#REF!,Mon,Wed
A00765,Southwest,Cartier,Assess,,10-May-21,10-Jun-21,2,,,0.5,103.18,C.O.D.,31,#REF!,#REF!,#REF!,103.18,#REF!,#REF!,Mon,Thu
A00766,North,Ling,Assess,,10-May-21,10-Jun-21,2,,,0.25,122.63,C.O.D.,31,#REF!,#REF!,#REF!,122.63,#REF!,#REF!,Mon,Thu
A00767,Southeast,Cartier,Assess,,10-May-21,14-Jun-21,1,,,0.25,73.81,C.O.D.,35,#REF!,#REF!,#REF!,73.81,#REF!,#REF!,Mon,Mon
A00768,Northwest,Burton,Deliver,,11-May-21,24-May-21,2,,,0.25,479.36,Account,13,#REF!,#REF!,#REF!,479.36,#REF!,#REF!,Tue,Mon
A00769,West,Khan,Assess,,11-May-21,2-Jun-21,1,,,0.25,180,P.O.,22,#REF!,#REF!,#REF!,180,#REF!,#REF!,Tue,Wed
A00770,Central,Cartier,Replace,Yes,11-May-21,22-Jul-21,1,,,1,117.45,Account,72,#REF!,#REF!,#REF!,117.45,#REF!,#REF!,Tue,Thu
A00771,West,Khan,Assess,,12-May-21,2-Jun-21,1,,,0.25,240.28,P.O.,21,#REF!,#REF!,#REF!,240.28,#REF!,#REF!,Wed,Wed
A00772,Southwest,Khan,Replace,,12-May-21,16-Jun-21,2,,,0.5,176.31,C.O.D.,35,#REF!,#REF!,#REF!,176.31,#REF!,#REF!,Wed,Wed
A00773,Central,Cartier,Assess,,12-May-21,23-Jun-21,1,,,0.5,280,Account,42,#REF!,#REF!,#REF!,280,#REF!,#REF!,Wed,Wed
A00774,Central,Khan,Repair,,12-May-21,20-Jul-21,2,,,2,345.73,C.O.D.,69,#REF!,#REF!,#REF!,345.73,#REF!,#REF!,Wed,Tue
A00775,North,Ling,Replace,,13-May-21,31-May-21,2,,,1,158.29,Account,18,#REF!,#REF!,#REF!,158.29,#REF!,#REF!,Thu,Mon
A00776,Northwest,Cartier,Replace,,13-May-21,1-Jun-21,1,,,0.5,14.42,Account,19,#REF!,#REF!,#REF!,14.42,#REF!,#REF!,Thu,Tue
A00777,South,Lopez,Replace,,13-May-21,8-Jun-21,1,,,0.75,62.97,Account,26,#REF!,#REF!,#REF!,62.97,#REF!,#REF!,Thu,Tue
A00778,North,Ling,Assess,,13-May-21,8-Jun-21,2,,,0.25,63.44,Account,26,#REF!,#REF!,#REF!,63.44,#REF!,#REF!,Thu,Tue
A00779,Central,Cartier,Replace,,13-May-21,16-Jun-21,1,,,0.5,30,C.O.D.,34,#REF!,#REF!,#REF!,30,#REF!,#REF!,Thu,Wed
A00780,Northeast,Ling,Replace,,13-May-21,17-Jun-21,1,,,0.5,496,Account,35,#REF!,#REF!,#REF!,496,#REF!,#REF!,Thu,Thu
A00781,Northwest,Cartier,Replace,Yes,13-May-21,,1,,Yes,,126.81,C.O.D.,  ,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Thu,Sat
A00782,West,Khan,Install,,13-May-21,,2,,,,144,C.O.D.,  ,#REF!,#REF!,#REF!,144,#REF!,#REF!,Thu,Sat
A00783,East,Ling,Replace,,15-May-21,7-Jun-21,2,,Yes,0.5,494.93,C.O.D.,23,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Sat,Mon
A00784,North,Ling,Assess,,15-May-21,8-Jun-21,2,,,0.25,30.05,C.O.D.,24,#REF!,#REF!,#REF!,30.05,#REF!,#REF!,Sat,Tue
A00785,Southeast,Burton,Assess,Yes,17-May-21,25-May-21,1,,,0.25,147.64,Account,8,#REF!,#REF!,#REF!,147.64,#REF!,#REF!,Mon,Tue
A00786,North,Ling,Replace,,17-May-21,28-May-21,2,,,0.5,37.44,C.O.D.,11,#REF!,#REF!,#REF!,37.44,#REF!,#REF!,Mon,Fri
A00787,Northeast,Ling,Assess,,17-May-21,2-Jun-21,2,,,0.5,288,Account,16,#REF!,#REF!,#REF!,288,#REF!,#REF!,Mon,Wed
A00788,Northwest,Cartier,Assess,,17-May-21,2-Jun-21,2,,,1,150,C.O.D.,16,#REF!,#REF!,#REF!,150,#REF!,#REF!,Mon,Wed
A00789,North,Ling,Deliver,,17-May-21,8-Jun-21,1,,,0.25,42.66,Account,22,#REF!,#REF!,#REF!,42.66,#REF!,#REF!,Mon,Tue
A00790,North,Ling,Assess,,17-May-21,8-Jun-21,1,,,0.25,287.25,Account,22,#REF!,#REF!,#REF!,287.25,#REF!,#REF!,Mon,Tue
A00791,West,Cartier,Deliver,,17-May-21,11-Jun-21,2,,,0.25,147.4,C.O.D.,25,#REF!,#REF!,#REF!,147.4,#REF!,#REF!,Mon,Fri
A00792,North,Ling,Deliver,,17-May-21,19-Jun-21,1,,,0.25,59.24,C.O.D.,33,#REF!,#REF!,#REF!,59.24,#REF!,#REF!,Mon,Sat
A00793,North,Ling,Assess,,17-May-21,14-Jun-21,1,,,0.25,240,Account,28,#REF!,#REF!,#REF!,240,#REF!,#REF!,Mon,Mon
A00794,North,Ling,Deliver,,17-May-21,22-Jun-21,2,,,0.25,197.47,C.O.D.,36,#REF!,#REF!,#REF!,197.47,#REF!,#REF!,Mon,Tue
A00795,Northeast,Ling,Assess,,17-May-21,16-Jul-21,2,,,0.5,304.19,C.O.D.,60,#REF!,#REF!,#REF!,304.19,#REF!,#REF!,Mon,Fri
A00796,Southeast,Burton,Replace,,18-May-21,27-May-21,1,,,0.5,64.34,Account,9,#REF!,#REF!,#REF!,64.34,#REF!,#REF!,Tue,Thu
A00797,South,Lopez,Replace,,18-May-21,31-May-21,1,,,0.5,10.27,Account,13,#REF!,#REF!,#REF!,10.27,#REF!,#REF!,Tue,Mon
A00798,Northwest,Burton,Assess,,18-May-21,3-Jun-21,2,,,0.75,319.02,C.O.D.,16,#REF!,#REF!,#REF!,319.02,#REF!,#REF!,Tue,Thu
A00799,Northwest,Khan,Replace,,18-May-21,1-Jun-21,1,,,0.75,131,C.O.D.,14,#REF!,#REF!,#REF!,131,#REF!,#REF!,Tue,Tue
A00800,North,Ling,Assess,,18-May-21,2-Jun-21,2,,,0.25,167,Account,15,#REF!,#REF!,#REF!,167,#REF!,#REF!,Tue,Wed
A00801,Southeast,Burton,Replace,,18-May-21,9-Jun-21,1,,,0.5,91.04,Account,22,#REF!,#REF!,#REF!,91.04,#REF!,#REF!,Tue,Wed
A00802,West,Khan,Assess,,18-May-21,22-Jun-21,1,,,0.25,44.92,C.O.D.,35,#REF!,#REF!,#REF!,44.92,#REF!,#REF!,Tue,Tue
A00803,Northwest,Cartier,Replace,,18-May-21,23-Jul-21,1,Yes,Yes,1,163.93,Warranty,66,#REF!,#REF!, -   , -   ,#REF!, -   ,Tue,Fri
A00804,Southeast,Cartier,Install,,18-May-21,,2,,,,281.62,Account,  ,#REF!,#REF!,#REF!,281.62,#REF!,#REF!,Tue,Sat
A00805,South,Lopez,Assess,,19-May-21,31-May-21,1,,,0.5,7.02,P.O.,12,#REF!,#REF!,#REF!,7.02,#REF!,#REF!,Wed,Mon
A00806,South,Lopez,Assess,,19-May-21,31-May-21,1,,,0.5,29,Account,12,#REF!,#REF!,#REF!,29,#REF!,#REF!,Wed,Mon
A00807,South,Lopez,Assess,,19-May-21,31-May-21,1,,,0.5,50.57,P.O.,12,#REF!,#REF!,#REF!,50.57,#REF!,#REF!,Wed,Mon
A00808,East,Ling,Replace,,19-May-21,3-Jun-21,2,,,0.5,271.79,C.O.D.,15,#REF!,#REF!,#REF!,271.79,#REF!,#REF!,Wed,Thu
A00809,East,Ling,Assess,,19-May-21,29-Jun-21,2,Yes,Yes,0.25,14.7,Warranty,41,#REF!,#REF!, -   , -   ,#REF!, -   ,Wed,Tue
A00810,Southeast,Cartier,Replace,,20-May-21,8-Jun-21,2,,Yes,3.25,311.36,C.O.D.,19,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Thu,Tue
A00811,Central,Cartier,Replace,,20-May-21,11-Jun-21,1,,,0.75,189.32,C.O.D.,22,#REF!,#REF!,#REF!,189.32,#REF!,#REF!,Thu,Fri
A00812,Northwest,Cartier,Assess,,20-May-21,17-Jun-21,1,,,0.5,74.53,Account,28,#REF!,#REF!,#REF!,74.53,#REF!,#REF!,Thu,Thu
A00813,Central,Cartier,Repair,,20-May-21,28-Jun-21,1,,,1.5,673.22,C.O.D.,39,#REF!,#REF!,#REF!,673.22,#REF!,#REF!,Thu,Mon
A00814,Central,Burton,Repair,,20-May-21,7-Jul-21,2,,,3.5,230.4,C.O.D.,48,#REF!,#REF!,#REF!,230.4,#REF!,#REF!,Thu,Wed
A00815,North,Ling,Assess,,20-May-21,16-Jul-21,2,,,0.25,14.42,Account,57,#REF!,#REF!,#REF!,14.42,#REF!,#REF!,Thu,Fri
A00816,Southwest,Burton,Repair,,20-May-21,,2,,,,852.55,C.O.D.,  ,#REF!,#REF!,#REF!,852.55,#REF!,#REF!,Thu,Sat
A00817,Northwest,Burton,Replace,Yes,21-May-21,1-Jun-21,1,,,0.5,36.75,Account,11,#REF!,#REF!,#REF!,36.75,#REF!,#REF!,Fri,Tue
A00818,Northwest,Cartier,Install,,21-May-21,22-Jun-21,1,,,1,57.97,P.O.,32,#REF!,#REF!,#REF!,57.97,#REF!,#REF!,Fri,Tue
A00819,Northwest,Cartier,Replace,,21-May-21,,1,,,,90,P.O.,  ,#REF!,#REF!,#REF!,90,#REF!,#REF!,Fri,Sat
A00820,Northwest,Burton,Replace,Yes,22-May-21,,1,,,,108.51,C.O.D.,  ,#REF!,#REF!,#REF!,108.51,#REF!,#REF!,Sat,Sat
A00821,North,Ling,Deliver,,24-May-21,2-Jun-21,1,,,0.25,22,Account,9,#REF!,#REF!,#REF!,22,#REF!,#REF!,Mon,Wed
A00822,Southeast,Cartier,Deliver,,24-May-21,3-Jun-21,1,,,0.25,66.86,C.O.D.,10,#REF!,#REF!,#REF!,66.86,#REF!,#REF!,Mon,Thu
A00823,South,Lopez,Replace,,24-May-21,15-Jun-21,1,,,0.75,111.15,Account,22,#REF!,#REF!,#REF!,111.15,#REF!,#REF!,Mon,Tue
A00824,South,Burton,Assess,,24-May-21,12-Jul-21,2,,,0.75,239.54,Account,49,#REF!,#REF!,#REF!,239.54,#REF!,#REF!,Mon,Mon
A00825,Central,Cartier,Replace,,24-May-21,15-Jul-21,1,,,0.5,657.69,C.O.D.,52,#REF!,#REF!,#REF!,657.69,#REF!,#REF!,Mon,Thu
A00826,Southeast,Burton,Assess,,24-May-21,19-Jul-21,1,,,0.25,30,C.O.D.,56,#REF!,#REF!,#REF!,30,#REF!,#REF!,Mon,Mon
A00827,Southeast,Khan,Assess,,25-May-21,19-Jun-21,1,,,0.5,26.57,C.O.D.,25,#REF!,#REF!,#REF!,26.57,#REF!,#REF!,Tue,Sat
A00828,West,Burton,Assess,,25-May-21,14-Jun-21,2,,,1.25,9.6,C.O.D.,20,#REF!,#REF!,#REF!,9.6,#REF!,#REF!,Tue,Mon
A00829,West,Khan,Assess,,25-May-21,16-Jun-21,2,,,0.25,396.29,C.O.D.,22,#REF!,#REF!,#REF!,396.29,#REF!,#REF!,Tue,Wed
A00830,East,Ling,Replace,,25-May-21,5-Jul-21,2,,,0.5,108,C.O.D.,41,#REF!,#REF!,#REF!,108,#REF!,#REF!,Tue,Mon
A00831,Northwest,Cartier,Assess,,25-May-21,19-Jul-21,1,,,0.5,147.24,C.O.D.,55,#REF!,#REF!,#REF!,147.24,#REF!,#REF!,Tue,Mon
A00832,Central,Burton,Install,,25-May-21,,1,,Yes,,151.28,C.O.D.,  ,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Tue,Sat
A00833,Northwest,Cartier,Replace,,25-May-21,,1,,,,47.05,P.O.,  ,#REF!,#REF!,#REF!,47.05,#REF!,#REF!,Tue,Sat
A00834,Northwest,Burton,Deliver,,26-May-21,5-Jun-21,1,,,0.25,51.73,C.O.D.,10,#REF!,#REF!,#REF!,51.73,#REF!,#REF!,Wed,Sat
A00835,Southeast,Cartier,Assess,,26-May-21,2-Jun-21,2,,,0.25,445.78,Account,7,#REF!,#REF!,#REF!,445.78,#REF!,#REF!,Wed,Wed
A00836,Southeast,Cartier,Assess,,26-May-21,14-Jun-21,2,,Yes,0.25,27.49,C.O.D.,19,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Wed,Mon
A00837,West,Burton,Assess,,26-May-21,14-Jun-21,1,,,0.25,42.66,Account,19,#REF!,#REF!,#REF!,42.66,#REF!,#REF!,Wed,Mon
A00838,Southeast,Cartier,Deliver,,26-May-21,14-Jun-21,1,,,0.25,185.11,C.O.D.,19,#REF!,#REF!,#REF!,185.11,#REF!,#REF!,Wed,Mon
A00839,Northwest,Cartier,Replace,,26-May-21,17-Jun-21,1,,Yes,0.75,70,C.O.D.,22,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Wed,Thu
A00840,Southeast,Cartier,Assess,,26-May-21,22-Jun-21,1,,,0.25,120,Account,27,#REF!,#REF!,#REF!,120,#REF!,#REF!,Wed,Tue
A00841,Southeast,Cartier,Assess,,26-May-21,30-Jun-21,1,,,0.25,178.36,C.O.D.,35,#REF!,#REF!,#REF!,178.36,#REF!,#REF!,Wed,Wed
A00842,Northeast,Khan,Install,,26-May-21,28-Jun-21,1,Yes,Yes,1.5,477.78,Warranty,33,#REF!,#REF!, -   , -   ,#REF!, -   ,Wed,Mon
A00843,Northwest,Khan,Repair,Yes,26-May-21,30-Jun-21,1,,,1,67.97,P.O.,35,#REF!,#REF!,#REF!,67.97,#REF!,#REF!,Wed,Wed
A00844,South,Burton,Assess,,26-May-21,5-Jul-21,2,,Yes,1.25,300.72,C.O.D.,40,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Wed,Mon
A00845,Central,Burton,Assess,,26-May-21,,1,,,,377.6,Account,  ,#REF!,#REF!,#REF!,377.6,#REF!,#REF!,Wed,Sat
A00846,Northwest,Cartier,Assess,,26-May-21,,1,,,,70,P.O.,  ,#REF!,#REF!,#REF!,70,#REF!,#REF!,Wed,Sat
A00847,Northwest,Cartier,Replace,,26-May-21,,1,,,,177.05,P.O.,  ,#REF!,#REF!,#REF!,177.05,#REF!,#REF!,Wed,Sat
A00848,Central,Burton,Replace,,26-May-21,,2,,,,839.68,C.O.D.,  ,#REF!,#REF!,#REF!,839.68,#REF!,#REF!,Wed,Sat
A00849,North,Ling,Assess,,27-May-21,3-Jun-21,1,,,0.25,120,Account,7,#REF!,#REF!,#REF!,120,#REF!,#REF!,Thu,Thu
A00850,Northeast,Khan,Assess,,27-May-21,10-Jun-21,1,,,0.25,156.49,C.O.D.,14,#REF!,#REF!,#REF!,156.49,#REF!,#REF!,Thu,Thu
A00851,North,Ling,Deliver,,27-May-21,15-Jun-21,2,,,0.25,155,Account,19,#REF!,#REF!,#REF!,155,#REF!,#REF!,Thu,Tue
A00852,Central,Khan,Replace,,27-May-21,17-Jun-21,1,,,0.5,20.83,Account,21,#REF!,#REF!,#REF!,20.83,#REF!,#REF!,Thu,Thu
A00853,Central,Cartier,Assess,Yes,27-May-21,22-Jun-21,1,Yes,Yes,0.5,50,Warranty,26,#REF!,#REF!, -   , -   ,#REF!, -   ,Thu,Tue
A00854,South,Burton,Deliver,,27-May-21,13-Jul-21,1,,,0.25,120,C.O.D.,47,#REF!,#REF!,#REF!,120,#REF!,#REF!,Thu,Tue
A00855,Central,Burton,Repair,,28-May-21,,1,,Yes,,17.06,C.O.D.,  ,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Fri,Sat
A00856,Southeast,Burton,Assess,,31-May-21,9-Jun-21,1,,,0.25,182.08,C.O.D.,9,#REF!,#REF!,#REF!,182.08,#REF!,#REF!,Mon,Wed
A00857,North,Ling,Assess,,31-May-21,21-Jun-21,2,,,0.25,19.55,Account,21,#REF!,#REF!,#REF!,19.55,#REF!,#REF!,Mon,Mon
A00858,North,Ling,Assess,,31-May-21,21-Jun-21,2,,,0.5,144,C.O.D.,21,#REF!,#REF!,#REF!,144,#REF!,#REF!,Mon,Mon
A00859,West,Lopez,Assess,,31-May-21,24-Jun-21,1,,,0.75,86.48,P.O.,24,#REF!,#REF!,#REF!,86.48,#REF!,#REF!,Mon,Thu
A00860,Southeast,Cartier,Assess,,31-May-21,24-Jun-21,1,,Yes,0.25,69.15,C.O.D.,24,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Mon,Thu
A00861,North,Ling,Repair,,31-May-21,12-Jul-21,2,,,1.25,156,C.O.D.,42,#REF!,#REF!,#REF!,156,#REF!,#REF!,Mon,Mon
A00862,West,Khan,Replace,,31-May-21,,2,,,,72.35,Account,  ,#REF!,#REF!,#REF!,72.35,#REF!,#REF!,Mon,Sat
A00863,North,Ling,Deliver,,1-Jun-21,15-Jun-21,1,Yes,Yes,0.25,240,Warranty,14,#REF!,#REF!, -   , -   ,#REF!, -   ,Tue,Tue
A00864,Northwest,Khan,Repair,,1-Jun-21,21-Jun-21,1,Yes,Yes,4.25,558.11,Warranty,20,#REF!,#REF!, -   , -   ,#REF!, -   ,Tue,Mon
A00865,Northwest,Cartier,Assess,,1-Jun-21,29-Jun-21,1,Yes,Yes,1,43.43,Warranty,28,#REF!,#REF!, -   , -   ,#REF!, -   ,Tue,Tue
A00866,South,Burton,Deliver,,1-Jun-21,5-Jul-21,1,Yes,Yes,0.25,141.9,Warranty,34,#REF!,#REF!, -   , -   ,#REF!, -   ,Tue,Mon
A00867,Southeast,Khan,Assess,,1-Jun-21,24-Jul-21,2,,,1,136.71,C.O.D.,53,#REF!,#REF!,#REF!,136.71,#REF!,#REF!,Tue,Sat
A00868,Northwest,Cartier,Assess,,1-Jun-21,,2,,,,85.35,P.O.,  ,#REF!,#REF!,#REF!,85.35,#REF!,#REF!,Tue,Sat
A00869,East,Ling,Assess,,2-Jun-21,7-Jun-21,1,,,0.5,85.32,C.O.D.,5,#REF!,#REF!,#REF!,85.32,#REF!,#REF!,Wed,Mon
A00870,South,Lopez,Replace,,2-Jun-21,17-Jun-21,1,,,0.75,42.42,Account,15,#REF!,#REF!,#REF!,42.42,#REF!,#REF!,Wed,Thu
A00871,Southeast,Burton,Replace,,2-Jun-21,17-Jun-21,2,,,0.75,184.05,C.O.D.,15,#REF!,#REF!,#REF!,184.05,#REF!,#REF!,Wed,Thu
A00872,Central,Khan,Repair,,2-Jun-21,17-Jun-21,1,,,1,272.25,C.O.D.,15,#REF!,#REF!,#REF!,272.25,#REF!,#REF!,Wed,Thu
A00873,West,Khan,Deliver,,2-Jun-21,21-Jun-21,1,,,0.25,204.28,Account,19,#REF!,#REF!,#REF!,204.28,#REF!,#REF!,Wed,Mon
A00874,South,Khan,Deliver,,2-Jun-21,23-Jun-21,1,,,0.25,84.08,C.O.D.,21,#REF!,#REF!,#REF!,84.08,#REF!,#REF!,Wed,Wed
A00875,North,Ling,Assess,,2-Jun-21,3-Jul-21,2,,,0.25,57.39,Account,31,#REF!,#REF!,#REF!,57.39,#REF!,#REF!,Wed,Sat
A00876,Central,Khan,Repair,,2-Jun-21,3-Jul-21,1,,,2,192.44,C.O.D.,31,#REF!,#REF!,#REF!,192.44,#REF!,#REF!,Wed,Sat
A00877,Southeast,Khan,Assess,,2-Jun-21,30-Jun-21,1,,,0.5,271.92,C.O.D.,28,#REF!,#REF!,#REF!,271.92,#REF!,#REF!,Wed,Wed
A00878,Central,Khan,Assess,,2-Jun-21,30-Jun-21,1,,,0.5,588.55,Account,28,#REF!,#REF!,#REF!,588.55,#REF!,#REF!,Wed,Wed
A00879,North,Ling,Deliver,,2-Jun-21,28-Jun-21,1,,,0.25,52.35,Account,26,#REF!,#REF!,#REF!,52.35,#REF!,#REF!,Wed,Mon
A00880,South,Lopez,Assess,,2-Jun-21,7-Jul-21,1,,,0.5,240.59,P.O.,35,#REF!,#REF!,#REF!,240.59,#REF!,#REF!,Wed,Wed
A00881,West,Khan,Deliver,,2-Jun-21,14-Jul-21,1,,,0.25,76.86,C.O.D.,42,#REF!,#REF!,#REF!,76.86,#REF!,#REF!,Wed,Wed
A00882,Central,Khan,Replace,,2-Jun-21,24-Jul-21,2,,,0.5,519.01,C.O.D.,52,#REF!,#REF!,#REF!,519.01,#REF!,#REF!,Wed,Sat
A00883,South,Lopez,Assess,,3-Jun-21,10-Jun-21,1,,,0.25,7.02,P.O.,7,#REF!,#REF!,#REF!,7.02,#REF!,#REF!,Thu,Thu
A00884,North,Ling,Deliver,,3-Jun-21,17-Jun-21,1,,,0.25,42.66,Account,14,#REF!,#REF!,#REF!,42.66,#REF!,#REF!,Thu,Thu
A00885,Southeast,Cartier,Assess,,3-Jun-21,24-Jun-21,1,,,0.25,179.54,C.O.D.,21,#REF!,#REF!,#REF!,179.54,#REF!,#REF!,Thu,Thu
A00886,Southeast,Cartier,Assess,,3-Jun-21,28-Jun-21,1,,,0.25,7.8,C.O.D.,25,#REF!,#REF!,#REF!,7.8,#REF!,#REF!,Thu,Mon
A00887,North,Ling,Deliver,,3-Jun-21,7-Jul-21,1,,,0.25,107.52,C.O.D.,34,#REF!,#REF!,#REF!,107.52,#REF!,#REF!,Thu,Wed
